template_id,template,total_rows,unique_companies,unique_raw_templates,unique_headlines,unique_sessions,mean_bar_ix,median_bar_ix,p10_bar_ix,p90_bar_ix,share_of_all_rows,intent,super_family,direction_prior,test_private_seen,test_public_seen,train_seen,train_unseen,rows_seen,rows_unseen,rows_test,rows_train,rows_seen_late_40_49,rows_seen_early_0_9,late_seen_share,early_seen_share,seen_share,unseen_share,train_share,test_share,mean_rows_per_session,median_rows_per_session,max_rows_in_single_session,example_headlines_top3,example_companies_top3
T014,explores strategic alternatives for <DOMAIN> unit,5045,80,30,798,4511,26.27532210109019,26.0,5.0,46.0,0.023375203287818485,strategic_alternatives,strategy_ma_reorg,neutral_or_event,2253,2349,250,193,4852,193,4602,443,963,972,0.19847485572959606,0.20032976092333057,0.9617443012884044,0.03825569871159564,0.08780971258671952,0.9121902874132805,1.118377299933496,1.0,4,Arnik Commerce explores strategic alternatives for supply chain optimization unit || Zelvon Biosciences explores strategic alternatives for digital payments unit || Crevex Labs explores strategic alternatives for digital payments unit,Orevar Marketplace || Zelvel Capital || Zelvix Therapeutics
T015,reports rising costs pressuring margins in <DOMAIN>,5037,80,30,799,4521,25.840579710144926,25.0,5.0,46.0,0.023338136563080616,margin_pressure,financial_performance,negative,2330,2298,230,179,4858,179,4628,409,910,986,0.1873198847262248,0.20296418279127212,0.9644629739924558,0.03553702600754417,0.08119912646416517,0.9188008735358348,1.1141340411413405,1.0,5,Nolvol Resources reports rising costs pressuring margins in wireless connectivity || Zelvix Therapeutics reports rising costs pressuring margins in enterprise software || Talvix Holdings reports rising costs pressuring margins in data analytics,Jorvis Fuels || Talvyn Goods || Wrelal Financial
T016,files routine patent applications in <DOMAIN>,5011,80,30,800,4471,26.291957693075233,25.0,5.0,46.0,0.02321766970768254,patent_filing,product_technology,neutral_or_event,2340,2258,221,192,4819,192,4598,413,923,941,0.19153351317700767,0.19526872795185723,0.9616842945519857,0.03831570544801437,0.0824186789064059,0.9175813210935941,1.1207783493625587,1.0,4,Zrovov Advisors files routine patent applications in supply chain optimization || Holtum Asset Group files routine patent applications in supply chain optimization || Zelvon Biosciences files routine patent applications in cloud infrastructure,Zelvon Biosciences || Calvos Genomics || Nolvol Resources
T017,sees <NUM> drop in new customer orders this quarter,4998,80,3,799,4467,25.93777511004402,25.0,5.0,46.0,0.023157436279983505,new_orders_down,financial_performance,negative,2260,2337,238,163,4835,163,4597,401,939,977,0.19420889348500517,0.20206825232678388,0.9673869547819127,0.032613045218087236,0.08023209283713485,0.9197679071628652,1.1188717259905978,1.0,3,Ervan Capital sees 25% drop in new customer orders this quarter || Krevan Investments sees 7% drop in new customer orders this quarter || Plevum Partners sees 10% drop in new customer orders this quarter,Krevan Investments || Plevum Partners || Ervan Capital
T018,revises long-term strategy with focus on <DOMAIN>,4994,80,30,799,4453,26.50901081297557,26.0,5.0,46.0,0.02313890291761457,strategy_focus_domain,strategy_ma_reorg,neutral_or_event,2265,2303,238,188,4806,188,4568,426,973,923,0.20245526425301708,0.19205160216396172,0.9623548257909491,0.03764517420905086,0.08530236283540249,0.9146976371645975,1.121491129575567,1.0,4,Nolvav Commerce revises long-term strategy with focus on data analytics || Kelvos Resources revises long-term strategy with focus on automated logistics || Urvel Grid revises long-term strategy with focus on wireless connectivity,Urvel Grid || Wyrnik Sciences || Halvav Brands
T019,begins scheduled maintenance of <DOMAIN> systems,4963,80,30,799,4469,26.39814628249043,26.0,5.0,46.0,0.02299526935925533,scheduled_maintenance,product_technology,neutral_or_event,2280,2222,270,191,4772,191,4502,461,952,970,0.1994970662196144,0.2032690695725063,0.9615152125730405,0.0384847874269595,0.0928873665121902,0.9071126334878098,1.11053927053032,1.0,4,Orevov Solutions begins scheduled maintenance of precision manufacturing systems || Orevov Solutions begins scheduled maintenance of cloud infrastructure systems || Ixenis Outlets begins scheduled maintenance of automated logistics systems,Krevum Pharmaceuticals || Frelol Software || Holtum Asset
T020,reports <NUM> increase in customer acquisition,4944,80,3,798,4421,26.133899676375403,25.0,4.0,46.0,0.02290723588800289,customer_acq_up,financial_performance,positive,2268,2287,217,172,4772,172,4555,389,997,970,0.2089270746018441,0.2032690695725063,0.9652103559870551,0.03478964401294499,0.07868122977346279,0.9213187702265372,1.1182990273693734,1.0,4,Calvos Genomics reports 12% increase in customer acquisition || Grevon Biotech reports 18% increase in customer acquisition || Relvon Fuels reports 12% increase in customer acquisition,Plevik Energy || Talvyn Goods || Xovol Goods
T021,faces class action over <DOMAIN> service disruption,4934,80,30,799,4415,26.032022699635185,25.0,5.0,46.0,0.022860902482080555,legal_class_action,regulatory_legal,negative,2303,2234,218,179,4755,179,4537,397,913,951,0.19200841219768663,0.2,0.9637211187677341,0.03627888123226591,0.08046209971625456,0.9195379002837455,1.1175537938844846,1.0,4,Nerval Biopharma faces class action over precision manufacturing service disruption || Frelis Genomics faces class action over digital payments service disruption || Dralol Computing faces class action over automated logistics service disruption,Zelvel Capital || Krevan Investments || Arnos Marketplace
T022,announces <NUM> share buyback program,4904,80,3,799,4373,26.387030995106034,26.0,5.0,46.0,0.02272190226431355,share_buyback,guidance_capital,positive,2176,2308,239,181,4723,181,4484,420,1007,939,0.21321194156256618,0.19881431293669277,0.9630913539967374,0.03690864600326264,0.08564437194127243,0.9143556280587276,1.121426938028813,1.0,4,Wyrnik Sciences announces $5.7B share buyback program || Yorval Partners announces $8.4B share buyback program || Wyrnik Sciences announces $6.3B share buyback program,Wyrnik Sciences || Creven Securities || Kelvos Resources
T023,reports <NUM> decline in operating income,4899,80,3,797,4415,25.731373749744847,25.0,4.0,46.0,0.02269873556135238,operating_income_down,financial_performance,negative,2257,2241,225,176,4723,176,4498,401,891,975,0.18865128096548803,0.20643658691509634,0.9640743008777302,0.03592569912226985,0.08185343947744438,0.9181465605225556,1.1096262740656853,1.0,4,Grevel Diagnostics reports 3% decline in operating income || Nerval Biopharma reports 8% decline in operating income || Calvis Sciences reports 18% decline in operating income,Halvax Networks || Calvos Genomics || Myrnon Therapeutics
T024,completes strategic acquisition to strengthen <DOMAIN>,4545,80,27,720,4077,25.727832783278327,25.0,4.0,46.0,0.021058532991701687,strategic_acquisition,strategy_ma_reorg,neutral_or_event,2093,2075,221,156,4389,156,4168,377,840,903,0.19138755980861244,0.20574162679425836,0.9656765676567657,0.034323432343234324,0.08294829482948295,0.917051705170517,1.1147902869757174,1.0,4,Orevex Renewables completes strategic acquisition to strengthen precision manufacturing || Krevan Investments completes strategic acquisition to strengthen renewable storage || Halvax Networks completes strategic acquisition to strengthen enterprise software,Nolvis Devices || Krevan Investments || Plevum Partners
T025,to host investor day focused on <DOMAIN> strategy,4492,80,27,718,4069,25.718833481745325,25.0,4.0,46.0,0.020812965940313306,investor_day_focus_domain,leadership_governance_ir,neutral_or_event,2129,2009,210,144,4348,144,4138,354,825,889,0.18974241030358785,0.2044618215271389,0.9679430097951914,0.032056990204808546,0.07880676758682101,0.921193232413179,1.10395674612927,1.0,3,Brevon Microchips to host investor day focused on cloud infrastructure strategy || Nolvol Resources to host investor day focused on digital payments strategy || Prynis Systems to host investor day focused on precision manufacturing strategy,Jorvis Fuels || Xovol Goods || Plevep Power
T026,warns of supply chain disruptions affecting <REGION> operations,4151,80,24,639,3786,26.12936641773067,25.0,5.0,46.0,0.01923299679836165,supply_chain_disruption_region,geo_operations,negative,1886,1928,175,162,3989,162,3814,337,739,790,0.1852594635246929,0.19804462271245926,0.9609732594555529,0.039026740544447124,0.08118525656468321,0.9188147434353168,1.0964078182778658,1.0,3,Crevex Labs warns of supply chain disruptions affecting Asia Pacific operations || Krevan Investments warns of supply chain disruptions affecting Asia Pacific operations || Halvax Networks warns of supply chain disruptions affecting Central Europe operations,Frelol Software || Zelvix Therapeutics || Zelvon Biosciences
T027,completes planned facility upgrade in <REGION>,4092,80,24,639,3743,26.48240469208211,26.0,5.0,46.0,0.01895962970341987,facility_upgrade_region,geo_operations,positive,1863,1911,176,142,3950,142,3774,318,833,777,0.2108860759493671,0.19670886075949368,0.9652981427174976,0.03470185728250244,0.07771260997067449,0.9222873900293255,1.093240716003206,1.0,4,Frelol Software completes planned facility upgrade in Central Europe || Holtum Asset Group completes planned facility upgrade in North America || Plevik Energy completes planned facility upgrade in Asia Pacific,Brevon Microchips || Yorven Labs || Ixenis Outlets
T028,announces significant capital expenditure plan for <REGION>,4089,80,24,639,3729,25.930789924186843,25.0,4.0,46.0,0.018945729681643167,capex_region,guidance_capital,neutral_or_event,1931,1845,177,136,3953,136,3776,313,747,797,0.18897040222615735,0.20161902352643563,0.9667400342382001,0.03325996576179995,0.07654683296649548,0.9234531670335046,1.0965406275140788,1.0,3,Ixenix Technologies announces significant capital expenditure plan for Scandinavia || Talvep Computing announces significant capital expenditure plan for Latin America || Ervan Capital announces significant capital expenditure plan for Central Europe,Pleven Trading || Ervan Capital || Myrnon Therapeutics
T029,loses key contract in <REGION> to competitor,4076,80,24,638,3718,26.32703631010795,26.0,4.0,47.0,0.01888549625394413,contract_loss_region,commercial_deals,negative,1869,1868,173,166,3910,166,3737,339,774,793,0.1979539641943734,0.20281329923273658,0.9592737978410206,0.04072620215897939,0.08316977428851816,0.9168302257114819,1.0962883270575579,1.0,4,Brevon Microchips loses key contract in Asia Pacific to competitor || Relvan Software loses key contract in Asia Pacific to competitor || Halvax Networks loses key contract in Asia Pacific to competitor,Halvax Networks || Ixenix Technologies || Zelvel Capital
T030,expands operations into <REGION> markets,4047,80,24,640,3699,26.34717074376081,26.0,5.0,46.0,0.018751129376769357,expansion_region,geo_operations,positive,1880,1844,183,140,3907,140,3724,323,785,752,0.20092142308676733,0.19247504479140004,0.9654064739313072,0.034593526068692856,0.07981220657276995,0.92018779342723,1.0940794809407948,1.0,3,Wyrnor Solutions expands operations into Central Europe markets || Relvan Software expands operations into North America markets || Zrovex Industries expands operations into Latin America markets,Zelvon Biosciences || Xovep Stores || Plevep Power
T031,"reports strong demand in <REGION>, raises outlook",4000,80,24,640,3648,26.058,25.0,5.0,46.0,0.018533362368934377,demand_strong_raise_outlook,guidance_capital,positive,1814,1873,177,136,3864,136,3687,313,768,758,0.19875776397515527,0.19616977225672877,0.966,0.034,0.07825,0.92175,1.0964912280701755,1.0,4,"Xovol Goods reports strong demand in Scandinavia, raises outlook || Talvix Holdings reports strong demand in Scandinavia, raises outlook || Orevar Marketplace reports strong demand in North America, raises outlook",Talvix Holdings || Yorval Partners || Myrnon Therapeutics
T032,withdraws from <REGION> market citing unfavorable conditions,3979,80,24,640,3672,25.96732847449108,25.0,5.0,46.0,0.018436062216497472,withdraw_region,geo_operations,negative,1812,1845,188,134,3845,134,3657,322,753,757,0.19583875162548764,0.19687906371911573,0.9663231967831113,0.033676803216888665,0.08092485549132948,0.9190751445086706,1.0836056644880174,1.0,3,Ulvyn Microchips withdraws from North America market citing unfavorable conditions || Zrovum Biopharma withdraws from Europe market citing unfavorable conditions || Relvos Biosciences withdraws from Central Europe market citing unfavorable conditions,Nolvis Devices || Jovor Networks || Prynis Systems
T033,reports unexpected decline in <REGION> revenue,3961,80,24,638,3611,26.135571825296644,25.0,5.0,46.0,0.018352662085837267,region_revenue_decline,financial_performance,negative,1799,1860,161,141,3820,141,3659,302,779,759,0.20392670157068063,0.1986910994764398,0.9644029285533956,0.03559707144660439,0.07624337288563494,0.923756627114365,1.0969260592633618,1.0,4,Zelvix Therapeutics reports unexpected decline in Scandinavia revenue || Calvos Genomics reports unexpected decline in Southeast Asia revenue || Plevik Energy reports unexpected decline in Scandinavia revenue,Calvos Genomics || Halven Investments || Kelvos Resources
T034,opens new office in <REGION>,3915,80,24,637,3586,25.96602809706258,25.0,5.0,46.0,0.018139528418594522,office_opening_region,geo_operations,positive,1803,1810,161,141,3774,141,3613,302,739,756,0.19581346051934287,0.20031796502384738,0.963984674329502,0.03601532567049808,0.07713920817369094,0.9228607918263091,1.091745677635248,1.0,5,Dralol Computing opens new office in Southeast Asia || Jorval Trading Co opens new office in North America || Calvis Sciences opens new office in Central Europe,Jorvis Fuels || Holtum Asset || Xovol Goods
T035,signs multi-year partnership with <PARTNER>,3561,80,21,560,3289,26.252457174950855,26.0,5.0,46.0,0.01649932584894383,partnership,commercial_deals,positive,1670,1623,140,128,3433,128,3293,268,682,693,0.19866006408389164,0.2018642586658899,0.9640550407188991,0.035944959281100815,0.07525975849480483,0.9247402415051952,1.0826999087868654,1.0,5,Wyrnik Sciences signs multi-year partnership with a multinational manufacturer || Talvyn Goods signs multi-year partnership with a national infrastructure agency || Nolvol Resources signs multi-year partnership with a multinational manufacturer,Relvan Software || Ixenix Technologies || Myrnon Therapeutics
T036,enters joint venture with <PARTNER>,3484,80,21,558,3193,26.21785304247991,25.0,5.0,46.0,0.016142558623341845,joint_venture,commercial_deals,positive,1655,1570,140,119,3365,119,3225,259,634,596,0.18841010401188707,0.17711738484398218,0.9658438576349024,0.03415614236509759,0.0743398392652124,0.9256601607347876,1.0911368618853743,1.0,3,Nerval Biopharma enters joint venture with a global retailer || Halvax Networks enters joint venture with a national infrastructure agency || Krevum Pharmaceuticals enters joint venture with an international consortium,Nerval Biopharma || Halven Investments || Krevum Pharmaceuticals
T037,<ROLE> steps down unexpectedly citing personal reasons,2566,80,15,399,2416,25.96999220576773,25.0,5.0,46.0,0.011889151959671404,exec_steps_down,leadership_governance_ir,negative,1176,1190,112,88,2478,88,2366,200,495,509,0.19975786924939468,0.20540758676351897,0.965705378020265,0.034294621979735,0.0779423226812159,0.9220576773187841,1.0620860927152318,1.0,3,Grevel Diagnostics Chief Strategy Officer steps down unexpectedly citing personal reasons || Crevol Retail Group CTO steps down unexpectedly citing personal reasons || Wrelal Financial Chief Strategy Officer steps down unexpectedly citing personal reasons,Zelvix Therapeutics || Wrelal Financial || Grevel Diagnostics
T038,<ROLE> addresses investor concerns in open letter,2549,80,15,399,2397,25.67791290702236,25.0,4.0,46.0,0.011810385169603432,exec_investor_letter,leadership_governance_ir,neutral_or_event,1134,1199,132,84,2465,84,2333,216,486,546,0.1971602434077079,0.22150101419878296,0.9670459003530797,0.03295409964692036,0.08473911337779522,0.9152608866222048,1.063412599082186,1.0,3,Grevel Diagnostics CTO addresses investor concerns in open letter || Yorven Labs CTO addresses investor concerns in open letter || Urvel Grid Chief Operating Officer addresses investor concerns in open letter,Relvan Software || Ulvyn Microchips || Urvel Grid
T039,"announces restructuring plan, cites challenging market conditions",531,80,3,80,525,26.04331450094162,26.0,5.0,46.0,0.0024603038544760386,restructuring_plan,strategy_ma_reorg,neutral_or_event,237,259,24,11,520,11,496,35,107,95,0.20576923076923076,0.18269230769230768,0.9792843691148776,0.02071563088512241,0.06591337099811675,0.9340866290018832,1.0114285714285713,1.0,2,"Orevov Solutions announces restructuring plan, cites challenging market conditions || Zrovum Biopharma announces restructuring plan, cites challenging market conditions || Nolvis Devices announces restructuring plan, cites challenging market conditions",Orevov Solutions || Zrovum Biopharma || Nolvis Devices
T040,beats analyst expectations with strong earnings growth,531,80,3,80,528,25.681732580037664,25.0,6.0,46.0,0.0024603038544760386,earnings_beat,financial_performance,positive,250,239,22,20,511,20,489,42,88,100,0.17221135029354206,0.19569471624266144,0.9623352165725048,0.03766478342749529,0.07909604519774012,0.9209039548022598,1.0056818181818181,1.0,2,Brevon Microchips beats analyst expectations with strong earnings growth || Zrovum Biopharma beats analyst expectations with strong earnings growth || Yorven Labs beats analyst expectations with strong earnings growth,Brevon Microchips || Zrovum Biopharma || Yorven Labs
T041,announces major organizational restructuring,523,80,3,80,518,26.149139579349903,24.0,5.0,46.0,0.00242323712973817,major_restructuring,strategy_ma_reorg,neutral_or_event,238,237,26,22,501,22,475,48,97,104,0.1936127744510978,0.20758483033932135,0.9579349904397706,0.04206500956022945,0.09177820267686425,0.9082217973231358,1.0096525096525097,1.0,2,Ulvon Renewables announces major organizational restructuring || Zelvon Biosciences announces major organizational restructuring || Relvos Biosciences announces major organizational restructuring,Ulvon Renewables || Zelvon Biosciences || Relvos Biosciences
T042,to present at capital markets day,521,80,3,80,514,25.24376199616123,25.0,4.0,46.0,0.0024139704485537025,event_present,leadership_governance_ir,neutral_or_event,254,218,27,22,499,22,472,49,81,117,0.1623246492985972,0.23446893787575152,0.9577735124760077,0.04222648752399232,0.09404990403071017,0.9059500959692899,1.0136186770428015,1.0,2,Zelvix Therapeutics to present at Capital Markets Day || Jorvix Diagnostics to present at Capital Markets Day || Talvyn Goods to present at Capital Markets Day,Zelvix Therapeutics || Jorvix Diagnostics || Talvyn Goods
T043,to present at annual industry forum,519,80,3,80,516,26.38535645472062,26.0,5.0,47.0,0.0024047037673692357,event_present,leadership_governance_ir,neutral_or_event,237,243,20,19,500,19,480,39,100,98,0.2,0.196,0.9633911368015414,0.036608863198458574,0.07514450867052024,0.9248554913294798,1.005813953488372,1.0,2,Myrnon Therapeutics to present at Annual Industry Forum || Joval Brands to present at Annual Industry Forum || Zelvix Therapeutics to present at Annual Industry Forum,Myrnon Therapeutics || Joval Brands || Zelvix Therapeutics
T044,confirms participation in emerging markets forum,518,80,3,80,512,25.787644787644787,24.0,5.0,47.0,0.002400070426777002,event_confirm,leadership_governance_ir,neutral_or_event,254,224,24,16,502,16,478,40,94,100,0.18725099601593626,0.199203187250996,0.9691119691119691,0.03088803088803089,0.07722007722007722,0.9227799227799228,1.01171875,1.0,2,Varvov Retail Group confirms participation in Emerging Markets Forum || Nolvol Resources confirms participation in Emerging Markets Forum || Frelis Genomics confirms participation in Emerging Markets Forum,Varvov Retail || Nolvol Resources || Frelis Genomics
T045,"in talks for potential merger, details undisclosed",516,79,3,79,510,26.893410852713178,26.0,6.0,46.0,0.0023908037455925347,merger_talks,strategy_ma_reorg,neutral_or_event,238,239,23,16,500,16,477,39,110,82,0.22,0.164,0.9689922480620154,0.031007751937984496,0.0755813953488372,0.9244186046511628,1.011764705882353,1.0,2,"Talvyn Goods in talks for potential merger, details undisclosed || Talvix Holdings in talks for potential merger, details undisclosed || Jorvix Diagnostics in talks for potential merger, details undisclosed",Talvyn Goods || Talvix Holdings || Jorvix Diagnostics
T046,raises full-year guidance citing robust demand,515,80,3,80,510,26.05242718446602,26.0,4.400000000000006,45.0,0.002386170405000301,guidance_raise,guidance_capital,positive,243,228,27,17,498,17,471,44,95,95,0.19076305220883535,0.19076305220883535,0.9669902912621359,0.03300970873786408,0.0854368932038835,0.9145631067961165,1.0098039215686274,1.0,3,Ulvyn Microchips raises full-year guidance citing robust demand || Kelvik Power raises full-year guidance citing robust demand || Halvix Holdings raises full-year guidance citing robust demand,Ulvyn Microchips || Kelvik Power || Halvix Holdings
T047,to present at global innovation summit,508,80,3,80,502,26.437007874015748,27.0,3.700000000000003,47.0,0.002353737020854666,event_present,leadership_governance_ir,neutral_or_event,232,237,19,20,488,20,469,39,92,107,0.1885245901639344,0.2192622950819672,0.9606299212598425,0.03937007874015748,0.07677165354330709,0.9232283464566929,1.0119521912350598,1.0,2,Wyrnik Sciences to present at Global Innovation Summit || Dralol Computing to present at Global Innovation Summit || Crevex Labs to present at Global Innovation Summit,Wyrnik Sciences || Dralol Computing || Crevex Labs
T048,completes strategic acquisition to strengthen data analytics,507,80,3,80,501,26.16765285996055,25.0,6.0,46.400000000000034,0.0023491036802624323,strategic_acquisition,strategy_ma_reorg,neutral_or_event,241,229,16,21,486,21,470,37,93,99,0.19135802469135801,0.2037037037037037,0.9585798816568047,0.04142011834319527,0.07297830374753451,0.9270216962524654,1.0119760479041917,1.0,2,Dralol Computing completes strategic acquisition to strengthen data analytics || Nolvol Resources completes strategic acquisition to strengthen data analytics || Grevon Biotech completes strategic acquisition to strengthen data analytics,Dralol Computing || Nolvol Resources || Grevon Biotech
T049,confirms participation in global innovation summit,503,80,3,80,497,26.76341948310139,26.0,5.0,47.0,0.002330570317893498,event_confirm,leadership_governance_ir,neutral_or_event,244,210,29,20,483,20,454,49,98,95,0.2028985507246377,0.19668737060041408,0.9602385685884692,0.039761431411530816,0.09741550695825049,0.9025844930417495,1.012072434607646,1.0,2,Zrovum Biopharma confirms participation in Global Innovation Summit || Wyrnik Sciences confirms participation in Global Innovation Summit || Jovor Networks confirms participation in Global Innovation Summit,Zrovum Biopharma || Wyrnik Sciences || Jovor Networks
